Gene_set_up,Term_up,Overlap_up,P-value_up,Adjusted P-value_up,Old P-value_up,Old Adjusted P-value_up,Odds Ratio_up,Combined Score_up,Genes_up,Compound,Gene_set_dn,Term_dn,Overlap_dn,P-value_dn,Adjusted P-value_dn,Old P-value_dn,Old Adjusted P-value_dn,Odds Ratio_dn,Combined Score_dn,Genes_dn,Consensus_connectivity
LINCS_L1000_Chem_Pert_Consensus_Sigs,Ulipristal Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,EMP1,ulipristal,LINCS_L1000_Chem_Pert_Consensus_Sigs,Ulipristal Down,4/244,7.350201055461792e-07,0.0006907519090139286,0,0,109.7388888888889,1549.8827098917068,CLDN5;ANGPT2;MECOM;VWF,10.696760466745122
LINCS_L1000_Chem_Pert_Consensus_Sigs,AZD-4547 Down,2/246,0.0040177678292462,0.0957483995431995,0,0,26.97814207650273,148.83918672360818,HEXB;EMP1,azd-4547,LINCS_L1000_Chem_Pert_Consensus_Sigs,AZD-4547 Down,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,ANGPT2;MECOM,10.249545300351091
LINCS_L1000_Chem_Pert_Consensus_Sigs,Peucedanin Down,2/246,0.0040177678292462,0.0957483995431995,0,0,26.97814207650273,148.83918672360818,FCN3;HEXB,peucedanin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Peucedanin Up,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,ANGPT2;MECOM,10.249545300351091
LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C103655 Up,2/248,0.0040818594270441,0.0957483995431995,0,0,26.75609756097561,147.19071487197914,FCN3;EMP1,ku-c103655,LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C103655 Down,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,CKMT2;MECOM,10.2384827280756
LINCS_L1000_Chem_Pert_Consensus_Sigs,Penicillin Down,2/249,0.0041140855531755,0.0957483995431995,0,0,26.64642375168691,146.377830607865,PROS1;EMP1,penicillin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Penicillin Up,2/247,0.0030621966941814,0.0193558126625532,0,0,32.241632653061224,186.63464816466168,ANGPT2;MECOM,10.22749627673986
LINCS_L1000_Chem_Pert_Consensus_Sigs,Enoximone Up,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,enoximone,LINCS_L1000_Chem_Pert_Consensus_Sigs,Enoximone Down,3/240,5.763838405981794e-05,0.0027293117791016,0,0,62.51898734177215,610.2679554457255,CLDN5;ANGPT2;VWF,9.760109141182074
LINCS_L1000_Chem_Pert_Consensus_Sigs,Naltriben Down,1/242,0.0928134928675034,0.0957483995431995,0,0,11.70776526378186,27.831269353724167,FCN3,naltriben,LINCS_L1000_Chem_Pert_Consensus_Sigs,Naltriben Up,3/246,6.203306399548623e-05,0.0027293117791016,0,0,60.95679012345679,590.5398140128326,CLDN5;ANGPT2;VWF,9.744189531002835
LINCS_L1000_Chem_Pert_Consensus_Sigs,Hydrazobenzene Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,HEXB,hydrazobenzene,LINCS_L1000_Chem_Pert_Consensus_Sigs,Hydrazobenzene Down,3/244,6.054452139381377e-05,0.0027293117791016,0,0,61.468879668049794,596.993846965976,CLDN5;NR4A1;VWF,9.74376139322029
LINCS_L1000_Chem_Pert_Consensus_Sigs,SID-7969543 Down,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,sid-7969543,LINCS_L1000_Chem_Pert_Consensus_Sigs,SID-7969543 Up,3/244,6.054452139381377e-05,0.0027293117791016,0,0,61.468879668049794,596.993846965976,CLDN5;MECOM;VWF,9.732568494423445
LINCS_L1000_Chem_Pert_Consensus_Sigs,RAN-27 Up,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,HEXB,ran-27,LINCS_L1000_Chem_Pert_Consensus_Sigs,RAN-27 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CKMT2;CLDN5;VWF,9.721907887274263
LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C104129 Down,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,ku-c104129,LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C104129 Up,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,ANGPT2;MECOM;VWF,9.721907887274263
LINCS_L1000_Chem_Pert_Consensus_Sigs,Phenothiazine Down,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,phenothiazine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Phenothiazine Down,3/246,6.203306399548623e-05,0.0027293117791016,0,0,60.95679012345679,590.5398140128326,CLDN5;NR4A1;VWF,9.72171702128344
LINCS_L1000_Chem_Pert_Consensus_Sigs,Benzydamine Down,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,benzydamine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Benzydamine Down,3/246,6.203306399548623e-05,0.0027293117791016,0,0,60.95679012345679,590.5398140128326,ANGPT2;MECOM;VWF,9.72171702128344
LINCS_L1000_Chem_Pert_Consensus_Sigs,Danoprevir Down,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,danoprevir,LINCS_L1000_Chem_Pert_Consensus_Sigs,Danoprevir Down,3/246,6.203306399548623e-05,0.0027293117791016,0,0,60.95679012345679,590.5398140128326,CLDN5;MECOM;VWF,9.72171702128344
LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1472623 Up,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,HEXB,sa-1472623,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1472623 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,ANGPT2;MECOM;VWF,9.71632219129247
LINCS_L1000_Chem_Pert_Consensus_Sigs,FGFR3 GALP Down,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,fgfr3,LINCS_L1000_Chem_Pert_Consensus_Sigs,FGFR3 FBS Up,3/248,6.354549654831614e-05,0.0027293117791016,0,0,60.453061224489794,584.2035380664987,CLDN5;MECOM;VWF,9.71094774491794
LINCS_L1000_Chem_Pert_Consensus_Sigs,TTNPB Up,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,HEXB,ttnpb,LINCS_L1000_Chem_Pert_Consensus_Sigs,TTNPB Up,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CLDN5;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Cefsulodin Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,cefsulodin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Cefsulodin Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CLDN5;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1472623 Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,FCN3,sa-1472623,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1472623 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,ANGPT2;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Guaifenesin Up,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,PROS1,guaifenesin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Guaifenesin Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,NR4A1;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,PRT-062607 Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,prt-062607,LINCS_L1000_Chem_Pert_Consensus_Sigs,PRT-062607 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,NR4A1;ANGPT2;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Isobutyl-Nitrite Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,isobutyl-nitrite,LINCS_L1000_Chem_Pert_Consensus_Sigs,Isobutyl-Nitrite Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CKMT2;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Palmostatin-B Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,SOHLH2,palmostatin-b,LINCS_L1000_Chem_Pert_Consensus_Sigs,Palmostatin-B Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CKMT2;NR4A1;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,RAN-27 Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,ran-27,LINCS_L1000_Chem_Pert_Consensus_Sigs,RAN-27 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CKMT2;CLDN5;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Tetraethylenepentamine Up,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,PROS1,tetraethylenepentamine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tetraethylenepentamine Up,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,ANGPT2;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Eflornithine Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,eflornithine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Eflornithine Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CLDN5;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,SJB-AF-2 Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,sjb-af-2,LINCS_L1000_Chem_Pert_Consensus_Sigs,SJB-AF-2 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CLDN5;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Hexylcaine Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,HEXB,hexylcaine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Hexylcaine Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CKMT2;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,CBB-1007 Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,cbb-1007,LINCS_L1000_Chem_Pert_Consensus_Sigs,CBB-1007 Down,3/247,6.278628276184091e-05,0.0027293117791016,0,0,60.70389344262295,587.3571499681312,CLDN5;MECOM;VWF,9.710757833457272
LINCS_L1000_Chem_Pert_Consensus_Sigs,Mibefradil Down,1/248,0.0950154528496176,0.0957483995431995,0,0,11.419895893580104,26.879188702856474,FCN3,mibefradil,LINCS_L1000_Chem_Pert_Consensus_Sigs,Mibefradil Down,3/248,6.354549654831614e-05,0.0027293117791016,0,0,60.453061224489794,584.2035380664987,ANGPT2;MECOM;VWF,9.699840200895958
LINCS_L1000_Chem_Pert_Consensus_Sigs,Ethosuximide Down,1/248,0.0950154528496176,0.0957483995431995,0,0,11.419895893580104,26.879188702856474,EMP1,ethosuximide,LINCS_L1000_Chem_Pert_Consensus_Sigs,Ethosuximide Down,3/248,6.354549654831614e-05,0.0027293117791016,0,0,60.453061224489794,584.2035380664987,CLDN5;ANGPT2;VWF,9.699840200895958
LINCS_L1000_Chem_Pert_Consensus_Sigs,Aminohippuric-Acid Up,1/248,0.0950154528496176,0.0957483995431995,0,0,11.419895893580104,26.879188702856474,PROS1,aminohippuric-acid,LINCS_L1000_Chem_Pert_Consensus_Sigs,Aminohippuric-Acid Up,3/248,6.354549654831614e-05,0.0027293117791016,0,0,60.453061224489794,584.2035380664987,ANGPT2;MECOM;VWF,9.699840200895958
LINCS_L1000_Chem_Pert_Consensus_Sigs,Tracazolate Down,1/249,0.0953819911408738,0.0957483995431995,0,0,11.373271889400922,26.725659126474643,EMP1,tracazolate,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tracazolate Down,3/249,6.431072789052597e-05,0.0027293117791016,0,0,60.204268292682926,581.0785994242863,ANGPT2;MECOM;VWF,9.688963795847126
LINCS_L1000_Chem_Pert_Consensus_Sigs,HG-6-64-01 Down,1/240,0.0920784651859131,0.0957483995431995,0,0,11.806933652121936,28.160884911121965,EMP1,hg-6-64-01,LINCS_L1000_Chem_Pert_Consensus_Sigs,HG-6-64-01 Down,2/240,0.0028941352130158,0.0193558126625532,0,0,33.20168067226891,194.0661121219417,NR4A1;VWF,8.646166791052929
LINCS_L1000_Chem_Pert_Consensus_Sigs,Dantron Up,1/242,0.0928134928675034,0.0957483995431995,0,0,11.70776526378186,27.831269353724167,EMP1,dantron,LINCS_L1000_Chem_Pert_Consensus_Sigs,Dantron Up,2/242,0.0029416890276443,0.0193558126625532,0,0,32.92166666666667,191.8928679018785,MECOM;VWF,8.623595485794574
LINCS_L1000_Chem_Pert_Consensus_Sigs,Clofarabine Up,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,clofarabine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Clofarabine Down,2/239,0.0028704976262141,0.0193558126625532,0,0,33.34345991561182,195.1682694628548,ANGPT2;MECOM,8.617960838462944
LINCS_L1000_Chem_Pert_Consensus_Sigs,Aminoglutethimide Down,1/239,0.0917107559627223,0.0957483995431995,0,0,11.857142857142858,28.328085107499632,EMP1,aminoglutethimide,LINCS_L1000_Chem_Pert_Consensus_Sigs,Aminoglutethimide Up,2/247,0.0030621966941814,0.0193558126625532,0,0,32.241632653061224,186.63464816466168,MECOM;VWF,8.613042304240787
LINCS_L1000_Chem_Pert_Consensus_Sigs,GR-113808 Down,1/241,0.092446044133206,0.0957483995431995,0,0,11.757142857142858,27.99528688024924,HEXB,gr-113808,LINCS_L1000_Chem_Pert_Consensus_Sigs,GR-113808 Up,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,MECOM;VWF,8.612622600086764
LINCS_L1000_Chem_Pert_Consensus_Sigs,Thiamine Down,1/242,0.0928134928675034,0.0957483995431995,0,0,11.70776526378186,27.831269353724167,EMP1,thiamine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Thiamine Up,2/244,0.0029896140384824,0.0193558126625532,0,0,32.64628099173554,189.76013148033132,MECOM;VWF,8.61247732227425
LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1922959 Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,sa-1922959,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1922959 Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,NR4A1;MECOM,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,O-Aminoazotoluene Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,o-aminoazotoluene,LINCS_L1000_Chem_Pert_Consensus_Sigs,O-Aminoazotoluene Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,ANGPT2;MECOM,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,Hyperin Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,hyperin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Hyperin Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,NR4A1;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,Tropapride Up,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,tropapride,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tropapride Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,Physostigmine Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,physostigmine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Physostigmine Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;MECOM,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,MGCD-265 Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,mgcd-265,LINCS_L1000_Chem_Pert_Consensus_Sigs,MGCD-265 Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,Azaperone Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,azaperone,LINCS_L1000_Chem_Pert_Consensus_Sigs,Azaperone Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,WZ-3105 Up,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,HEXB,wz-3105,LINCS_L1000_Chem_Pert_Consensus_Sigs,WZ-3105 Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;NR4A1,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C104491 Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,FCN3,ku-c104491,LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C104491 Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C103654 Up,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,ku-c103654,LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C103654 Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CLDN5;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,YL-61 Up,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,EMP1,yl-61,LINCS_L1000_Chem_Pert_Consensus_Sigs,YL-61 Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,CKMT2;VWF,8.61237508175449
LINCS_L1000_Chem_Pert_Consensus_Sigs,Glycerol Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,PROS1,glycerol,LINCS_L1000_Chem_Pert_Consensus_Sigs,Glycerol Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,ANGPT2;VWF,8.60674620148004
LINCS_L1000_Chem_Pert_Consensus_Sigs,Silychristin Down,2/241,0.0038596462189957,0.0957483995431995,0,0,27.549511854951184,153.09758948029074,FCN3;EMP1,silychristin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Silychristin Down,1/241,0.0813727295550968,0.0842981386900492,0,0,13.717361111111112,34.41295067526482,VWF,8.604663691157388
LINCS_L1000_Chem_Pert_Consensus_Sigs,CMAP-PRISM-1B-NR Down,1/240,0.0920784651859131,0.0957483995431995,0,0,11.806933652121936,28.160884911121965,EMP1,cmap-prism-1b-nr,LINCS_L1000_Chem_Pert_Consensus_Sigs,CMAP-PRISM-1B-NR Up,2/248,0.0030865760877739,0.0193558126625532,0,0,32.108943089430895,185.61193820808816,CLDN5;VWF,8.601859517328373
LINCS_L1000_Chem_Pert_Consensus_Sigs,SQ-29548 Up,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,EMP1,sq-29548,LINCS_L1000_Chem_Pert_Consensus_Sigs,SQ-29548 Up,2/244,0.0029896140384824,0.0193558126625532,0,0,32.64628099173554,189.76013148033132,MECOM;VWF,8.6011977113517
LINCS_L1000_Chem_Pert_Consensus_Sigs,SB-205607 Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,EMP1,sb-205607,LINCS_L1000_Chem_Pert_Consensus_Sigs,SB-205607 Down,2/244,0.0029896140384824,0.0193558126625532,0,0,32.64628099173554,189.76013148033132,CLDN5;NR4A1,8.6011977113517
LINCS_L1000_Chem_Pert_Consensus_Sigs,Diosmin Up,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,EMP1,diosmin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Diosmin Up,2/244,0.0029896140384824,0.0193558126625532,0,0,32.64628099173554,189.76013148033132,CLDN5;VWF,8.6011977113517
LINCS_L1000_Chem_Pert_Consensus_Sigs,Pinacidil Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,HEXB,pinacidil,LINCS_L1000_Chem_Pert_Consensus_Sigs,Pinacidil Down,2/244,0.0029896140384824,0.0193558126625532,0,0,32.64628099173554,189.76013148033132,CLDN5;VWF,8.6011977113517
LINCS_L1000_Chem_Pert_Consensus_Sigs,Marimastat Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,FCN3,marimastat,LINCS_L1000_Chem_Pert_Consensus_Sigs,Marimastat Up,2/241,0.0029178656964145,0.0193558126625532,0,0,33.061087866108785,192.97435818299755,ANGPT2;VWF,8.601149648058193
LINCS_L1000_Chem_Pert_Consensus_Sigs,desmethyl-DASB Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,HEXB,desmethyl-dasb,LINCS_L1000_Chem_Pert_Consensus_Sigs,desmethyl-DASB Up,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,MECOM;VWF,8.595792478813673
LINCS_L1000_Chem_Pert_Consensus_Sigs,Sildenafil Up,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,FCN3,sildenafil,LINCS_L1000_Chem_Pert_Consensus_Sigs,Sildenafil Down,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,NR4A1;VWF,8.595670233356184
LINCS_L1000_Chem_Pert_Consensus_Sigs,KISS1R FBS Down,1/247,0.0946487846102068,0.0957483995431995,0,0,11.466898954703831,27.03415734979564,EMP1,kiss1r,LINCS_L1000_Chem_Pert_Consensus_Sigs,KISS1R ALARIN Up,2/242,0.0029416890276443,0.0193558126625532,0,0,32.92166666666667,191.8928679018785,TINAGL1;VWF,8.59555861823998
LINCS_L1000_Chem_Pert_Consensus_Sigs,Liothyronine Down,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,liothyronine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Liothyronine Up,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,NR4A1;MECOM,8.595553302683197
LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1922927 Up,1/246,0.0942819863760005,0.0957483995431995,0,0,11.514285714285714,27.190584236877303,EMP1,sa-1922927,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1922927 Down,2/243,0.0029656051581528,0.0193558126625532,0,0,32.78340248962655,190.821503971198,ANGPT2;VWF,8.595553302683197
LINCS_L1000_Chem_Pert_Consensus_Sigs,KUC103903N Down,1/243,0.0931808114265344,0.0957483995431995,0,0,11.65879574970484,27.66881105269825,HEXB,kuc103903n,LINCS_L1000_Chem_Pert_Consensus_Sigs,KUC103903N Up,2/247,0.0030621966941814,0.0193558126625532,0,0,32.241632653061224,186.63464816466168,CKMT2;MECOM,8.590306520179592
LINCS_L1000_Chem_Pert_Consensus_Sigs,Monensin Up,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,PROS1,monensin,LINCS_L1000_Chem_Pert_Consensus_Sigs,Monensin Down,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,ANGPT2;MECOM,8.590163598539224
LINCS_L1000_Chem_Pert_Consensus_Sigs,DMeOB Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,EMP1,dmeob,LINCS_L1000_Chem_Pert_Consensus_Sigs,DMeOB Up,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,MECOM;VWF,8.590163598539224
LINCS_L1000_Chem_Pert_Consensus_Sigs,Sulfamonomethoxine Down,1/244,0.093547999824044,0.0957483995431995,0,0,11.610229276895945,27.507891072209866,EMP1,sulfamonomethoxine,LINCS_L1000_Chem_Pert_Consensus_Sigs,Sulfamonomethoxine Up,2/246,0.0030379098552341,0.0193558126625532,0,0,32.37540983606557,187.66683275510053,CKMT2;ANGPT2,8.590163598539224
LINCS_L1000_Chem_Pert_Consensus_Sigs,NS-1619 Down,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,ns-1619,LINCS_L1000_Chem_Pert_Consensus_Sigs,NS-1619 Up,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,TINAGL1;MECOM,8.590063030541131
LINCS_L1000_Chem_Pert_Consensus_Sigs,Sulfafurazole Down,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,sulfafurazole,LINCS_L1000_Chem_Pert_Consensus_Sigs,Sulfafurazole Down,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,NR4A1;MECOM,8.590063030541131
LINCS_L1000_Chem_Pert_Consensus_Sigs,PNU-22394 Down,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,pnu-22394,LINCS_L1000_Chem_Pert_Consensus_Sigs,PNU-22394 Down,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,CLDN5;MECOM,8.590063030541131
LINCS_L1000_Chem_Pert_Consensus_Sigs,Niflumic-Acid Down,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,niflumic-acid,LINCS_L1000_Chem_Pert_Consensus_Sigs,Niflumic-Acid Down,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,CKMT2;VWF,8.590063030541131
LINCS_L1000_Chem_Pert_Consensus_Sigs,Cyclothiazide Down,1/245,0.0939150581317378,0.0957483995431995,0,0,11.562060889929745,27.348488863039687,EMP1,cyclothiazide,LINCS_L1000_Chem_Pert_Consensus_Sigs,Cyclothiazide Down,2/245,0.0030137156206919,0.0193558126625532,0,0,32.510288065843625,188.7086178376544,MECOM;VWF,8.590063030541131
