Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set_name
GO_Biological_Process_2023,Short-Chain Fatty Acid Catabolic Process (GO:0019626),1/5,0.0017489165149326,0.0110682102741151,0,0,832.875,5287.722499803602,MCEE,up_in_ALS
GO_Biological_Process_2023,Short-Chain Fatty Acid Metabolic Process (GO:0046459),1/6,0.0020983872819732,0.0110682102741151,0,0,666.2666666666667,4108.590825691207,MCEE,up_in_ALS
GO_Biological_Process_2023,Ganglioside Catabolic Process (GO:0006689),1/6,0.0020983872819732,0.0110682102741151,0,0,666.2666666666667,4108.590825691207,HEXB,up_in_ALS
GO_Biological_Process_2023,Bleb Assembly (GO:0032060),1/6,0.0020983872819732,0.0110682102741151,0,0,666.2666666666667,4108.590825691207,EMP1,up_in_ALS
GO_Biological_Process_2023,Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752),1/8,0.002797015027105,0.0110682102741151,0,0,475.8571428571428,2797.6605002155425,FCN3,up_in_ALS
GO_Biological_Process_2023,Positive Regulation Of Opsonization (GO:1903028),1/8,0.002797015027105,0.0110682102741151,0,0,475.8571428571428,2797.6605002155425,FCN3,up_in_ALS
GO_Biological_Process_2023,"Complement Activation, Lectin Pathway (GO:0001867)",1/8,0.002797015027105,0.0110682102741151,0,0,475.8571428571428,2797.6605002155425,FCN3,up_in_ALS
GO_Biological_Process_2023,Regulation Of RNA Biosynthetic Process (GO:2001141),1/8,0.002797015027105,0.0110682102741151,0,0,475.8571428571428,2797.6605002155425,FCN3,up_in_ALS
GO_Biological_Process_2023,Glycosphingolipid Catabolic Process (GO:0046479),1/9,0.0031461719727636,0.0110682102741151,0,0,416.3541666666667,2398.8531813702,HEXB,up_in_ALS
GO_Biological_Process_2023,Aminoglycan Metabolic Process (GO:0006022),1/9,0.0031461719727636,0.0110682102741151,0,0,416.3541666666667,2398.8531813702,HEXB,up_in_ALS
GO_Biological_Process_2023,Regulation Of Opsonization (GO:1903027),1/10,0.0034952242970889,0.0110682102741151,0,0,370.0740740740741,2093.271349114512,FCN3,up_in_ALS
GO_Biological_Process_2023,Phosphate Ion Transmembrane Transport (GO:0035435),1/10,0.0034952242970889,0.0110682102741151,0,0,370.0740740740741,2093.271349114512,SLC37A2,up_in_ALS
GO_Biological_Process_2023,Ceramide Catabolic Process (GO:0046514),1/15,0.0052389168941443,0.0147355468877149,0,0,237.8452380952381,1249.0776854949,HEXB,up_in_ALS
GO_Biological_Process_2023,Negative Regulation Of RNA Biosynthetic Process (GO:1902679),1/16,0.0055873417078214,0.0147355468877149,0,0,221.9777777777778,1151.4545938502376,FCN3,up_in_ALS
GO_Biological_Process_2023,Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),1/18,0.0062838777740325,0.0147355468877149,0,0,195.843137254902,992.8792720611536,FCN3,up_in_ALS
GO_Biological_Process_2023,Ganglioside Metabolic Process (GO:0001573),1/19,0.006631989066781,0.0147355468877149,0,0,184.9537037037037,927.7001289942034,HEXB,up_in_ALS
GO_Biological_Process_2023,Phosphate Ion Transport (GO:0006817),1/19,0.006631989066781,0.0147355468877149,0,0,184.9537037037037,927.7001289942034,SLC37A2,up_in_ALS
GO_Biological_Process_2023,Negative Regulation Of Viral Life Cycle (GO:1903901),1/20,0.0069799958941807,0.0147355468877149,0,0,175.21052631578948,869.8689177892479,FCN3,up_in_ALS
GO_Biological_Process_2023,Apoptotic Cell Clearance (GO:0043277),1/28,0.009760292455613,0.0185445556656647,0,0,123.24691358024693,570.5633183132499,FCN3,up_in_ALS
GO_Biological_Process_2023,Glycosaminoglycan Metabolic Process (GO:0030203),1/28,0.009760292455613,0.0185445556656647,0,0,123.24691358024693,570.5633183132499,HEXB,up_in_ALS
GO_Biological_Process_2023,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),1/30,0.0104543235506301,0.01865658842556,0,0,114.73563218390804,523.2793468811269,FCN3,up_in_ALS
GO_Biological_Process_2023,acyl-CoA Metabolic Process (GO:0006637),1/31,0.0108011827726926,0.01865658842556,0,0,110.90555555555557,502.1914056148727,MCEE,up_in_ALS
GO_Biological_Process_2023,Positive Regulation Of Immune Effector Process (GO:0002699),1/37,0.012880151107249,0.0212802496554549,0,0,92.39351851851852,402.10285931653846,FCN3,up_in_ALS
GO_Biological_Process_2023,Regulation Of Viral Entry Into Host Cell (GO:0046596),1/44,0.0153008809616605,0.0242263948559625,0,0,77.32558139534883,323.20893495079423,FCN3,up_in_ALS
GO_Biological_Process_2023,Pattern Recognition Receptor Signaling Pathway (GO:0002221),1/56,0.0194388685228235,0.0295470801546918,0,0,60.41818181818182,238.07667848958,FCN3,up_in_ALS
GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),1/60,0.0208148818369865,0.0296478788971962,0,0,56.31073446327684,218.040067108672,FCN3,up_in_ALS
GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),1/61,0.0211586264750493,0.0296478788971962,0,0,55.36944444444445,213.4883869485878,MCEE,up_in_ALS
GO_Biological_Process_2023,Inorganic Anion Transmembrane Transport (GO:0098661),1/63,0.0218458055031972,0.0296478788971962,0,0,53.57795698924731,204.86851713978825,SLC37A2,up_in_ALS
GO_Biological_Process_2023,Epidermis Development (GO:0008544),1/85,0.0293775292387813,0.0384946934852997,0,0,39.50198412698413,139.34424479285835,EMP1,up_in_ALS
GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),1/98,0.0338046866171995,0.0428192697151194,0,0,34.18556701030928,115.79184255951505,FCN3,up_in_ALS
GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),1/137,0.0469824732592036,0.0575914188338625,0,0,24.334558823529413,74.41461015948276,FCN3,up_in_ALS
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),1/148,0.0506713127497037,0.0601721838902732,0,0,22.501133786848072,67.10727682064287,FCN3,up_in_ALS
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),1/189,0.0643130171482511,0.074057413685865,0,0,17.55762411347518,48.17800160116977,FCN3,up_in_ALS
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),1/228,0.0771329980343394,0.0862074683913205,0,0,14.512481644640236,37.18423021932944,EMP1,up_in_ALS
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),1/275,0.0923824153591898,0.1003009081042632,0,0,11.994525547445257,28.568784387859345,EMP1,up_in_ALS
GO_Biological_Process_2023,Proteolysis (GO:0006508),1/330,0.1099527592478472,0.1160612458727276,0,0,9.961499493414388,21.992046927814982,FCN3,up_in_ALS
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),1/1922,0.5070592021096904,0.5207635048694117,0,0,1.5679333680374803,1.0648266884100428,SOHLH2,up_in_ALS
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),1/2028,0.526942405490443,0.526942405490443,0,0,1.4772241407663214,0.946404362236656,SOHLH2,up_in_ALS
KEGG_2021_Human,Other glycan degradation,1/18,0.0062838777740325,0.0208523371457092,0,0,195.843137254902,992.8792720611536,HEXB,up_in_ALS
KEGG_2021_Human,Glycosaminoglycan degradation,1/19,0.006631989066781,0.0208523371457092,0,0,184.9537037037037,927.7001289942034,HEXB,up_in_ALS
KEGG_2021_Human,Glyoxylate and dicarboxylate metabolism,1/30,0.0104543235506301,0.0208523371457092,0,0,114.73563218390804,523.2793468811269,MCEE,up_in_ALS
KEGG_2021_Human,Propanoate metabolism,1/34,0.011841135434323,0.0208523371457092,0,0,100.8080808080808,447.2023640851642,MCEE,up_in_ALS
KEGG_2021_Human,Various types of N-glycan biosynthesis,1/39,0.013572308007059,0.0208523371457092,0,0,87.5219298245614,376.3201192636575,HEXB,up_in_ALS
KEGG_2021_Human,Glycosphingolipid biosynthesis,1/45,0.0156462838746998,0.0208523371457092,0,0,75.56439393939394,314.1606183022885,HEXB,up_in_ALS
KEGG_2021_Human,"Valine, leucine and isoleucine degradation",1/48,0.0166818697165673,0.0208523371457092,0,0,70.73049645390071,289.53053379202834,MCEE,up_in_ALS
KEGG_2021_Human,Amino sugar and nucleotide sugar metabolism,1/48,0.0166818697165673,0.0208523371457092,0,0,70.73049645390071,289.53053379202834,HEXB,up_in_ALS
KEGG_2021_Human,Complement and coagulation cascades,1/85,0.0293775292387813,0.0326416991542015,0,0,39.50198412698413,139.34424479285835,PROS1,up_in_ALS
KEGG_2021_Human,Lysosome,1/128,0.0439552003244517,0.0439552003244517,0,0,26.070866141732285,81.46062002976177,HEXB,up_in_ALS
Reactome_2022,Complement Cascade R-HSA-166658,2/55,0.00015455489350419234,0.0068004153141844,0,0,150.49056603773585,1320.5488820056016,FCN3;PROS1,up_in_ALS
Reactome_2022,Ficolins Bind To Repetitive Carbohydrate Structures On Target Cell Surface R-HSA-2855086,1/5,0.0017489165149326,0.0165520808828333,0,0,832.875,5287.722499803602,FCN3,up_in_ALS
Reactome_2022,Lectin Pathway Of Complement Activation R-HSA-166662,1/8,0.002797015027105,0.0165520808828333,0,0,475.8571428571428,2797.6605002155425,FCN3,up_in_ALS
Reactome_2022,Transport Of Gamma-Carboxylated Protein Precursors From Endoplasmic Reticulum To Golgi Apparatus R-HSA-159763,1/9,0.0031461719727636,0.0165520808828333,0,0,416.3541666666667,2398.8531813702,PROS1,up_in_ALS
Reactome_2022,Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782,1/10,0.0034952242970889,0.0165520808828333,0,0,370.0740740740741,2093.271349114512,PROS1,up_in_ALS
Reactome_2022,Gamma-carboxylation Of Protein Precursors R-HSA-159740,1/10,0.0034952242970889,0.0165520808828333,0,0,370.0740740740741,2093.271349114512,PROS1,up_in_ALS
Reactome_2022,"Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854",1/11,0.0038441720045859,0.0165520808828333,0,0,333.05,1852.1566750462316,PROS1,up_in_ALS
Reactome_2022,Metabolism Of Carbohydrates R-HSA-71387,2/285,0.0040532359134683,0.0165520808828333,0,0,27.858657243816253,153.4521625408217,SLC37A2;HEXB,up_in_ALS
Reactome_2022,Innate Immune System R-HSA-168249,3/1035,0.0041333481561577,0.0165520808828333,0,0,13.779796511627907,75.63272139232927,FCN3;PROS1;HEXB,up_in_ALS
Reactome_2022,Keratan Sulfate Degradation R-HSA-2022857,1/12,0.0041930151049605,0.0165520808828333,0,0,302.7575757575757,1657.3964565725007,HEXB,up_in_ALS
Reactome_2022,Hyaluronan Uptake And Degradation R-HSA-2160916,1/12,0.0041930151049605,0.0165520808828333,0,0,302.7575757575757,1657.3964565725007,HEXB,up_in_ALS
Reactome_2022,CS/DS Degradation R-HSA-2024101,1/14,0.0048903875335643,0.0165520808828333,0,0,256.15384615384613,1362.8623704331803,HEXB,up_in_ALS
Reactome_2022,Creation Of C4 And C2 Activators R-HSA-166786,1/14,0.0048903875335643,0.0165520808828333,0,0,256.15384615384613,1362.8623704331803,FCN3,up_in_ALS
Reactome_2022,Hyaluronan Metabolism R-HSA-2142845,1/16,0.0055873417078214,0.0175602167960103,0,0,221.9777777777778,1151.4545938502376,HEXB,up_in_ALS
Reactome_2022,Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837,1/21,0.0073278982772855,0.0198665079160261,0,0,166.44166666666666,818.2383072102982,PROS1,up_in_ALS
Reactome_2022,Initial Triggering Of Complement R-HSA-166663,1/21,0.0073278982772855,0.0198665079160261,0,0,166.44166666666666,818.2383072102982,FCN3,up_in_ALS
Reactome_2022,Common Pathway Of Fibrin Clot Formation R-HSA-140875,1/22,0.0076756962402828,0.0198665079160261,0,0,158.5079365079365,771.8855078560287,PROS1,up_in_ALS
Reactome_2022,Gluconeogenesis R-HSA-70263,1/32,0.0111479378107245,0.0266190474904033,0,0,107.3225806451613,482.57606413668,SLC37A2,up_in_ALS
Reactome_2022,Keratan Sulfate/Keratin Metabolism R-HSA-1638074,1/33,0.0114945886890378,0.0266190474904033,0,0,103.96354166666669,464.2885874243707,HEXB,up_in_ALS
Reactome_2022,Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289,1/36,0.0125339166174689,0.0269869832723313,0,0,95.03809523809524,416.20194419543344,MCEE,up_in_ALS
Reactome_2022,Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877,1/37,0.012880151107249,0.0269869832723313,0,0,92.39351851851852,402.10285931653846,PROS1,up_in_ALS
Reactome_2022,Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782,1/40,0.0139182304660795,0.0275374596194717,0,0,85.27350427350427,364.50634834293606,HEXB,up_in_ALS
Reactome_2022,"Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841",1/42,0.0146097635321501,0.0275374596194717,0,0,81.10569105691057,342.7579416357621,PROS1,up_in_ALS
Reactome_2022,Glycosphingolipid Metabolism R-HSA-1660662,1/45,0.0156462838746998,0.0275374596194717,0,0,75.56439393939394,314.1606183022885,HEXB,up_in_ALS
Reactome_2022,Regulation Of Complement Cascade R-HSA-977606,1/45,0.0156462838746998,0.0275374596194717,0,0,75.56439393939394,314.1606183022885,PROS1,up_in_ALS
Reactome_2022,Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185,1/50,0.0173717414502839,0.0293983316850959,0,0,67.83673469387755,274.9362107684438,HEXB,up_in_ALS
Reactome_2022,Immune System R-HSA-168256,3/1943,0.0237480132016051,0.0387004659581713,0,0,6.979252577319588,26.10419416608763,FCN3;PROS1;HEXB,up_in_ALS
Reactome_2022,Metabolism Of Lipids R-HSA-556833,2/732,0.0248566994129236,0.0390605276488799,0,0,10.555068493150683,38.99705126625446,MCEE;HEXB,up_in_ALS
Reactome_2022,Metabolism R-HSA-1430728,3/2049,0.0273865532667566,0.04155201185301,0,0,6.578812316715543,23.668613747319807,MCEE;SLC37A2;HEXB,up_in_ALS
Reactome_2022,Sphingolipid Metabolism R-HSA-428157,1/89,0.0307415794593238,0.0436332095551692,0,0,37.69886363636363,131.2726893915506,HEXB,up_in_ALS
Reactome_2022,Glucose Metabolism R-HSA-70326,1/89,0.0307415794593238,0.0436332095551692,0,0,37.69886363636363,131.2726893915506,SLC37A2,up_in_ALS
Reactome_2022,Glycosaminoglycan Metabolism R-HSA-1630316,1/120,0.0412573754770396,0.0567288912809295,0,0,27.834733893557424,88.73505470110672,HEXB,up_in_ALS
Reactome_2022,Platelet Degranulation R-HSA-114608,1/125,0.0429442795187326,0.0572590393583102,0,0,26.705645161290324,84.06541395869567,PROS1,up_in_ALS
Reactome_2022,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,1/130,0.0446286389467339,0.057754709225185,0,0,25.664082687338503,79.7993725219964,PROS1,up_in_ALS
Reactome_2022,Cell Surface Interactions At Vascular Wall R-HSA-202733,1/134,0.0459742965041297,0.0577962584623345,0,0,24.887218045112785,76.64448873787613,PROS1,up_in_ALS
Reactome_2022,Diseases Of Glycosylation R-HSA-3781865,1/143,0.0489960875365205,0.0598841069890806,0,0,23.299295774647888,70.2710215907855,HEXB,up_in_ALS
Reactome_2022,Fatty Acid Metabolism R-HSA-8978868,1/173,0.0590095530833049,0.0701735225855518,0,0,19.20639534883721,54.35517308004342,MCEE,up_in_ALS
Reactome_2022,Diseases Of Metabolism R-HSA-5668914,1/247,0.0833238908529418,0.0964802946718273,0,0,13.378726287262872,33.24640194313252,HEXB,up_in_ALS
Reactome_2022,"Platelet Activation, Signaling And Aggregation R-HSA-76002",1/254,0.0855957551577062,0.0965695699215147,0,0,13.00395256916996,31.965270510154163,PROS1,up_in_ALS
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,1/468,0.1527602918074211,0.1680363209881632,0,0,6.968593861527481,13.09318861263854,HEXB,up_in_ALS
Reactome_2022,Hemostasis R-HSA-109582,1/576,0.1850191498911447,0.1985571364685456,0,0,5.62840579710145,9.496786285782186,PROS1,up_in_ALS
Reactome_2022,Post-translational Protein Modification R-HSA-597592,1/1383,0.3944856616731552,0.4132706931814007,0,0,2.244452484322238,2.0877279446390165,PROS1,up_in_ALS
Reactome_2022,Disease R-HSA-1643685,1/1736,0.4704359949136262,0.4813763668883617,0,0,1.7538904899135446,1.3226006900836402,HEXB,up_in_ALS
Reactome_2022,Metabolism Of Proteins R-HSA-392499,1/1890,0.5009177520956157,0.5009177520956157,0,0,1.5973178048350096,1.1042471368082811,PROS1,up_in_ALS
DisGeNET,Respiratory Tract Infections,2/70,0.000250719498984362,0.0508960582938254,0,0,117.20588235294116,971.7745727646752,FCN3;PROS1,up_in_ALS
DisGeNET,"Blindness, Legal",2/158,0.0012688785397168,0.0595025340115583,0,0,50.864102564102566,339.24432771676044,PROS1;HEXB,up_in_ALS
DisGeNET,Blindness,2/164,0.0013660275223402,0.0595025340115583,0,0,48.96543209876543,322.96856549059913,PROS1;HEXB,up_in_ALS
DisGeNET,Bacteriuria,1/6,0.0020983872819732,0.0595025340115583,0,0,666.2666666666667,4108.590825691207,EMP1,up_in_ALS
DisGeNET,Disorder of soft tissue,1/6,0.0020983872819732,0.0595025340115583,0,0,666.2666666666667,4108.590825691207,PROS1,up_in_ALS
DisGeNET,Superficial thrombophlebitis,1/6,0.0020983872819732,0.0595025340115583,0,0,666.2666666666667,4108.590825691207,PROS1,up_in_ALS
DisGeNET,ovarian neoplasm,3/938,0.0031222537055899,0.0595025340115583,0,0,15.28716577540107,88.19471979366863,FCN3;PROS1;SOHLH2,up_in_ALS
DisGeNET,Cherry red spot of the macula,1/9,0.0031461719727636,0.0595025340115583,0,0,416.3541666666667,2398.8531813702,HEXB,up_in_ALS
DisGeNET,"Gangliosidoses, GM2",1/9,0.0031461719727636,0.0595025340115583,0,0,416.3541666666667,2398.8531813702,HEXB,up_in_ALS
DisGeNET,Infections specific to perinatal period,1/10,0.0034952242970889,0.0595025340115583,0,0,370.0740740740741,2093.271349114512,FCN3,up_in_ALS
DisGeNET,Arterial thrombosis,1/11,0.0038441720045859,0.0595025340115583,0,0,333.05,1852.1566750462316,PROS1,up_in_ALS
DisGeNET,Tay-Sachs Disease,1/12,0.0041930151049605,0.0595025340115583,0,0,302.7575757575757,1657.3964565725007,HEXB,up_in_ALS
DisGeNET,Recurrent chest infections,1/13,0.0045417536091676,0.0595025340115583,0,0,277.5138888888889,1497.032601111507,FCN3,up_in_ALS
DisGeNET,Recurrent lower respiratory tract infection,1/16,0.0055873417078214,0.0595025340115583,0,0,221.9777777777778,1151.4545938502376,FCN3,up_in_ALS
DisGeNET,Vitamin K Deficiency,1/16,0.0055873417078214,0.0595025340115583,0,0,221.9777777777778,1151.4545938502376,PROS1,up_in_ALS
DisGeNET,Retinal Diseases,2/355,0.006219809330931,0.0595025340115583,0,0,22.254957507082157,113.05554081377896,PROS1;HEXB,up_in_ALS
DisGeNET,Thromboembolism,1/19,0.006631989066781,0.0595025340115583,0,0,184.9537037037037,927.7001289942034,PROS1,up_in_ALS
DisGeNET,Thrombosis of cerebral veins,1/19,0.006631989066781,0.0595025340115583,0,0,184.9537037037037,927.7001289942034,PROS1,up_in_ALS
DisGeNET,Infective cystitis,1/19,0.006631989066781,0.0595025340115583,0,0,184.9537037037037,927.7001289942034,EMP1,up_in_ALS
DisGeNET,Warts,1/20,0.0069799958941807,0.0595025340115583,0,0,175.21052631578948,869.8689177892479,FCN3,up_in_ALS
DisGeNET,Ketonuria,1/20,0.0069799958941807,0.0595025340115583,0,0,175.21052631578948,869.8689177892479,MCEE,up_in_ALS
DisGeNET,Slow acetylator due to N-acetyltransferase enzyme variant,1/21,0.0073278982772855,0.0595025340115583,0,0,166.44166666666666,818.2383072102982,EMP1,up_in_ALS
DisGeNET,Diabetic peripheral neuropathy,1/21,0.0073278982772855,0.0595025340115583,0,0,166.44166666666666,818.2383072102982,FCN3,up_in_ALS
DisGeNET,Sandhoff Disease,1/21,0.0073278982772855,0.0595025340115583,0,0,166.44166666666666,818.2383072102982,HEXB,up_in_ALS
DisGeNET,"Oncocytoma, renal",1/21,0.0073278982772855,0.0595025340115583,0,0,166.44166666666666,818.2383072102982,PROS1,up_in_ALS
DisGeNET,Lower respiratory tract infection,1/22,0.0076756962402828,0.0599294744914389,0,0,158.5079365079365,771.8855078560287,FCN3,up_in_ALS
DisGeNET,Antibody Deficiency Syndrome,1/23,0.0080233898041786,0.0603240048240096,0,0,151.29545454545453,730.0602205833903,FCN3,up_in_ALS
DisGeNET,"Hypotension, Orthostatic",1/26,0.0090658443341152,0.0616407570594793,0,0,133.12,626.0954814439701,HEXB,up_in_ALS
DisGeNET,Intermittent abdominal pain,1/27,0.0094131205361766,0.0616407570594793,0,0,127.99358974358974,597.1733894173036,HEXB,up_in_ALS
DisGeNET,Episodic abdominal pain,1/27,0.0094131205361766,0.0616407570594793,0,0,127.99358974358974,597.1733894173036,HEXB,up_in_ALS
DisGeNET,Protein S Deficiency,1/27,0.0094131205361766,0.0616407570594793,0,0,127.99358974358974,597.1733894173036,PROS1,up_in_ALS
DisGeNET,Methylmalonic aciduria,1/29,0.0101073601190722,0.0624184611993503,0,0,118.83928571428572,546.0060757050519,MCEE,up_in_ALS
DisGeNET,Methylmalonic acidemia,1/30,0.0104543235506301,0.0624184611993503,0,0,114.73563218390804,523.2793468811269,MCEE,up_in_ALS
DisGeNET,Brain hemorrhage,1/30,0.0104543235506301,0.0624184611993503,0,0,114.73563218390804,523.2793468811269,PROS1,up_in_ALS
DisGeNET,Activated Protein C Resistance,1/31,0.0108011827726926,0.0624286796124288,0,0,110.90555555555557,502.1914056148727,PROS1,up_in_ALS
DisGeNET,Epithelial hyperplasia,1/33,0.0114945886890378,0.0624286796124288,0,0,103.96354166666669,464.2885874243707,EMP1,up_in_ALS
DisGeNET,Anastomosis,1/34,0.011841135434323,0.0624286796124288,0,0,100.8080808080808,447.2023640851642,PROS1,up_in_ALS
DisGeNET,"Prostate Cancer, Hereditary, 7",1/35,0.0121875780684806,0.0624286796124288,0,0,97.83823529411764,431.20617589056735,PROS1,up_in_ALS
DisGeNET,Salivary Gland Pleomorphic Adenoma,1/37,0.012880151107249,0.0624286796124288,0,0,92.39351851851852,402.10285931653846,PROS1,up_in_ALS
DisGeNET,Prostatic Diseases,1/38,0.0132262815609199,0.0624286796124288,0,0,89.89189189189189,388.8318191740525,PROS1,up_in_ALS
DisGeNET,Ovarian failure,1/39,0.013572308007059,0.0624286796124288,0,0,87.5219298245614,376.3201192636575,SOHLH2,up_in_ALS
DisGeNET,Benign Ovarian Neoplasm,1/39,0.013572308007059,0.0624286796124288,0,0,87.5219298245614,376.3201192636575,SOHLH2,up_in_ALS
DisGeNET,Pyelonephritis,1/39,0.013572308007059,0.0624286796124288,0,0,87.5219298245614,376.3201192636575,EMP1,up_in_ALS
DisGeNET,Prostate cancer recurrent,1/40,0.0139182304660795,0.0624286796124288,0,0,85.27350427350427,364.50634834293606,PROS1,up_in_ALS
DisGeNET,Chronic diarrhea,1/42,0.0146097635321501,0.0624286796124288,0,0,81.10569105691057,342.7579416357621,HEXB,up_in_ALS
DisGeNET,Ketotic hypoglycemia,1/43,0.0149553741881686,0.0624286796124288,0,0,79.17063492063492,332.7292054829482,MCEE,up_in_ALS
DisGeNET,Pyruvate Carboxylase Deficiency Disease,1/43,0.0149553741881686,0.0624286796124288,0,0,79.17063492063492,332.7292054829482,PROS1,up_in_ALS
DisGeNET,Diminished sweating,1/45,0.0156462838746998,0.0624286796124288,0,0,75.56439393939394,314.1606183022885,HEXB,up_in_ALS
DisGeNET,Purpura,1/45,0.0156462838746998,0.0624286796124288,0,0,75.56439393939394,314.1606183022885,PROS1,up_in_ALS
DisGeNET,Thrombus,1/46,0.0159915829549078,0.0624286796124288,0,0,73.88148148148149,305.5511080966125,PROS1,up_in_ALS
DisGeNET,Hypohidrosis,1/46,0.0159915829549078,0.0624286796124288,0,0,73.88148148148149,305.5511080966125,HEXB,up_in_ALS
DisGeNET,Disseminated Intravascular Coagulation,1/46,0.0159915829549078,0.0624286796124288,0,0,73.88148148148149,305.5511080966125,PROS1,up_in_ALS
DisGeNET,"stage, prostate cancer",1/50,0.0173717414502839,0.0629725627572793,0,0,67.83673469387755,274.9362107684438,PROS1,up_in_ALS
DisGeNET,Muscular fasciculation,1/50,0.0173717414502839,0.0629725627572793,0,0,67.83673469387755,274.9362107684438,HEXB,up_in_ALS
DisGeNET,Erythroblastosis,1/50,0.0173717414502839,0.0629725627572793,0,0,67.83673469387755,274.9362107684438,PROS1,up_in_ALS
DisGeNET,Idiopathic generalized epilepsy,1/50,0.0173717414502839,0.0629725627572793,0,0,67.83673469387755,274.9362107684438,PROS1,up_in_ALS
DisGeNET,"Prostate cancer, familial",1/53,0.0184057713212007,0.0655503785649779,0,0,63.91346153846154,255.34009527710208,PROS1,up_in_ALS
DisGeNET,Cystitis,1/56,0.0194388685228235,0.0680360398298824,0,0,60.41818181818182,238.07667848958,EMP1,up_in_ALS
DisGeNET,Pneumocystis jiroveci pneumonia,1/57,0.0197830271154541,0.0680670254989355,0,0,59.336309523809526,232.7722436237054,EMP1,up_in_ALS
DisGeNET,Hepatosplenomegaly,1/58,0.0201270821818301,0.0680966280485252,0,0,58.29239766081872,227.6719762446049,HEXB,up_in_ALS
DisGeNET,Urinary Incontinence,1/59,0.0204710337470903,0.0681249155845792,0,0,57.28448275862069,222.7647103884159,HEXB,up_in_ALS
DisGeNET,Shigella Infections,1/66,0.0228757988010256,0.0724708292167511,0,0,51.0974358974359,193.02954438325295,EMP1,up_in_ALS
DisGeNET,Tongue Carcinoma,1/67,0.0232189232742133,0.0724708292167511,0,0,50.32070707070707,189.3461363331078,PROS1,up_in_ALS
DisGeNET,Cerebral Hemorrhage,1/67,0.0232189232742133,0.0724708292167511,0,0,50.32070707070707,189.3461363331078,PROS1,up_in_ALS
DisGeNET,Uremia,1/67,0.0232189232742133,0.0724708292167511,0,0,50.32070707070707,189.3461363331078,PROS1,up_in_ALS
DisGeNET,Thin skin,1/68,0.0235619444744116,0.0724708292167511,0,0,49.56716417910448,185.78379790492124,PROS1,up_in_ALS
DisGeNET,Metabolic acidosis,1/70,0.0242476771638985,0.0734668427503193,0,0,48.1256038647343,179.00002909758112,MCEE,up_in_ALS
DisGeNET,Urinary tract infection,1/73,0.0252755023025473,0.0743612603973494,0,0,46.11342592592592,169.6014749165987,EMP1,up_in_ALS
DisGeNET,Inborn Errors of Metabolism,1/73,0.0252755023025473,0.0743612603973494,0,0,46.11342592592592,169.6014749165987,HEXB,up_in_ALS
DisGeNET,Malignant neoplasm of ovary,3/2026,0.0265714651742966,0.0759953278043742,0,0,6.662135442412259,24.16967693810862,FCN3;PROS1;SOHLH2,up_in_ALS
DisGeNET,Pulmonary Embolism,1/78,0.026986482201804,0.0759953278043742,0,0,43.10822510822511,155.72497995291064,PROS1,up_in_ALS
DisGeNET,Lysosomal Storage Diseases,1/79,0.0273283691119178,0.0759953278043742,0,0,42.5534188034188,153.1850716850233,HEXB,up_in_ALS
DisGeNET,Chronic granulomatous disease,1/79,0.0273283691119178,0.0759953278043742,0,0,42.5534188034188,153.1850716850233,EMP1,up_in_ALS
DisGeNET,Malignant neoplasm of tongue,1/82,0.028353412163333,0.0769477322232125,0,0,40.97119341563786,145.98068571220736,PROS1,up_in_ALS
DisGeNET,Thrombophilia,1/84,0.0290362597234849,0.0769477322232125,0,0,39.97991967871486,141.4973273170703,PROS1,up_in_ALS
DisGeNET,Venous Thromboembolism,1/84,0.0290362597234849,0.0769477322232125,0,0,39.97991967871486,141.4973273170703,PROS1,up_in_ALS
